EstadoCivil,Curso,QualificacaoAnterior,QualificacaoAnteriorGrau,Nacionalidade,NotaAdmissao,NecessidadesEspeciais,Devedor,MensalidadesEmDia,Genero,Bolsista,International,UnidadesCurriculares1SemestreCreditado,UnidadesCurriculares1SemestreInscrito,UnidadesCurriculares1SemestreAvaliacoes,UnidadesCurriculares1SemestreAprovado,UnidadesCurriculares1SemestreGrau,UnidadesCurriculares1SemestreSemAvaliacoes,UnidadesCurriculares2SemestreCreditado,UnidadesCurriculares2SemestreInscrito,UnidadesCurriculares2SemestreAvaliacoes,UnidadesCurriculares2SemestreAprovado,UnidadesCurriculares2SemestreGrau,UnidadesCurriculares2SemestreSemAvaliacoes,TaxaDesemprego,TaxaInflacao,PIB,Target,ProbabilidadeEvasao,PredicaoEvasao,ClassePredita
Solteiro,Agronomia,Ensino Secundário,133.1,Português,100.0,0,0,1,Feminino,0,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Desistente,0.9395095479294079,1,Desistente
Solteiro,Ensino Básico,Ensino Secundário,133.1,Português,95.0,0,1,0,Feminino,0,0,0,7,10,6,11.5,0,0,7,8,6,1.31666666666666e+16,0,11.1,0.6,2.02,Matriculado,0.868620111360975,1,Desistente
Solteiro,Gestão,Ensino Superior - Licenciatura,130.0,Português,130.0,0,0,1,Feminino,0,0,4,9,9,9,1088888888888880.0,0,3,10,18,10,1.16153846153846e+16,0,10.8,1.4,1.74,Graduado,0.0930191619045413,0,Não Desistente
Solteiro,Higiene Oral,Ensino Secundário,120.0,Português,122.8,0,0,1,Feminino,0,0,0,7,12,6,1.21666666666666e+16,0,0,8,8,8,11675.0,0,13.9,-0.3,0.79,Desistente,0.1138401321693969,0,Não Desistente
Solteiro,Gestão,Ensino Secundário,115.0,Português,115.0,0,0,1,Feminino,0,0,0,5,7,2,10.0,1,0,5,9,1,12.0,0,9.4,-0.8,-3.12,Matriculado,0.7682753244545417,1,Desistente
Solteiro,Design de Comunicação,Ensino Secundário,135.0,Português,145.9,0,0,1,Feminino,1,0,0,6,6,6,1.26666666666666e+16,0,0,6,6,6,1.21666666666666e+16,0,16.2,0.3,-0.92,Graduado,0.06170308721234369,0,Não Desistente
Solteiro,Design de Comunicação,Ensino Secundário,133.1,Português,143.0,0,1,1,Feminino,0,0,0,6,9,5,11.4,0,0,6,8,5,12.2,0,12.7,3.7,-1.7,Desistente,0.28097495966364866,0,Não Desistente
Solteiro,Design de Animação e Multimédia,Ensino Secundário,145.0,Português,100.0,0,0,1,Feminino,1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Desistente,0.3689227639029816,0,Não Desistente
Solteiro,Enfermagem Veterinária,Ensino Secundário,130.0,Português,121.3,0,0,1,Feminino,0,0,0,5,14,2,13.0,2,0,5,8,4,12.0,1,9.4,-0.8,-3.12,Matriculado,0.22588271654451061,0,Não Desistente
Solteiro,Ensino Básico,Ensino Secundário,118.0,Português,121.2,0,0,1,Feminino,0,0,0,6,8,5,13.4,0,0,6,7,5,12.0,0,7.6,2.6,0.32,Matriculado,0.3517283051523285,0,Não Desistente
Solteiro,Ensino Básico,Ensino Secundário,138.0,Português,125.1,1,0,1,Feminino,1,0,0,6,6,6,13.5,0,0,6,8,5,12.8,0,12.7,3.7,-1.7,Desistente,0.3607989658535848,0,Não Desistente
Solteiro,Turismo,Ensino Secundário,122.0,Português,112.9,0,0,1,Feminino,0,0,0,6,14,4,12.25,0,0,6,11,3,1.13333333333333e+16,0,7.6,2.6,0.32,Matriculado,0.522491292671879,1,Desistente
Solteiro,Serviço Social,Ensino Secundário,126.0,Português,120.8,0,0,1,Feminino,0,0,0,6,7,6,1.22857142857142e+16,0,0,6,7,6,1.28333333333333e+16,0,12.4,0.5,1.79,Graduado,0.04877885971190894,0,Não Desistente
Solteiro,Enfermagem Veterinária,Ensino Secundário,121.0,Português,114.0,0,0,0,Feminino,0,0,0,5,12,0,0.0,4,0,5,8,0,0.0,1,9.4,-0.8,-3.12,Desistente,0.9844607568158128,1,Desistente
Solteiro,Serviço Social,Ensino Secundário,152.0,Português,132.1,0,0,1,Feminino,0,0,0,6,10,2,10.5,0,0,6,11,1,13.0,0,9.4,-0.8,-3.12,Desistente,0.771194602362356,1,Desistente
Casado,Enfermagem Veterinária,Curso de Especialização Tecnológica,160.0,Português,160.0,0,0,1,Feminino,0,0,0,5,12,3,14.0,2,0,5,8,5,12.0,1,9.4,-0.8,-3.12,Graduado,0.07626457737907111,0,Não Desistente
Solteiro,Enfermagem Veterinária,Ensino Secundário,134.0,Português,134.0,0,0,1,Feminino,0,0,2,5,7,5,14.2,0,0,5,10,5,12.2,0,12.7,3.7,-1.7,Graduado,0.12677448961600252,0,Não Desistente
Solteiro,Jornalismo e Comunicação,Ensino Secundário,128.0,Português,124.2,0,0,1,Feminino,0,0,0,6,8,5,13.0,0,0,6,7,6,1.31428571428571e+16,0,15.5,2.8,-4.06,Desistente,0.20707072453466344,0,Não Desistente
Solteiro,Turismo,Ensino Secundário,125.0,Português,115.6,0,0,1,Feminino,0,0,0,6,6,6,11.0,0,0,6,8,4,12.75,0,9.4,-0.8,-3.12,Graduado,0.34128613129640767,0,Não Desistente
Casado,Gestão (presencial noturno),Ensino Secundário,130.0,Português,128.2,0,0,1,Feminino,0,0,3,8,9,3,11.0,0,2,7,7,2,10.0,0,9.4,-0.8,-3.12,Desistente,0.9499143004905122,1,Desistente
Solteiro,Enfermagem,Ensino Secundário,138.0,Português,132.8,0,0,1,Feminino,0,0,0,7,9,6,1.23857142857142e+16,0,0,8,9,8,1.37555555555555e+16,0,13.9,-0.3,0.79,Graduado,0.07090190103052672,0,Não Desistente
Solteiro,Jornalismo e Comunicação,Ensino Secundário,121.0,Português,123.1,0,0,1,Masculino,0,0,0,6,12,4,14.75,0,0,6,7,4,12.25,0,9.4,-0.8,-3.12,Graduado,0.5851906337764605,1,Desistente
Solteiro,Equincultura,Ensino Secundário,134.0,Brasileiro,125.6,0,0,1,Feminino,0,1,0,5,6,5,1.61666666666666e+16,0,0,5,6,5,1.58333333333333e+16,0,12.7,3.7,-1.7,Graduado,0.2591934312501336,0,Não Desistente
Solteiro,Gestão (presencial noturno),Ensino Secundário,130.0,Português,115.0,0,0,1,Masculino,0,0,0,5,7,0,0.0,0,0,5,8,0,0.0,0,16.2,0.3,-0.92,Desistente,0.9769019387017215,1,Desistente
Solteiro,Engenharia Informática,Ensino Secundário,126.0,Português,123.6,0,0,1,Masculino,0,0,0,5,6,5,12.4,0,0,5,9,3,13.0,0,8.9,1.4,3.51,Desistente,0.3676706296690559,0,Não Desistente
Solteiro,Equincultura,Ensino Secundário,148.0,Português,141.7,0,0,0,Masculino,0,0,0,6,8,5,11.6,0,0,6,11,4,13.0,0,8.9,1.4,3.51,Desistente,0.9141945062232375,1,Desistente
Solteiro,Ensino Básico,Ensino Secundário,160.0,Português,139.0,0,0,1,Feminino,1,0,0,6,8,5,12.2,0,0,6,13,0,0.0,0,9.4,-0.8,-3.12,Desistente,0.8999950854239234,1,Desistente
Solteiro,Turismo,Ensino Secundário,118.0,Português,118.0,0,0,1,Feminino,1,0,0,6,7,5,11.0,0,0,6,7,5,12.8,0,12.4,0.5,1.79,Graduado,0.18959335401674124,0,Não Desistente
Solteiro,Ensino Básico,Ensino Secundário,150.0,Português,142.0,0,0,1,Feminino,1,0,0,6,8,6,1.23333333333333e+16,0,0,6,7,5,12.4,0,10.8,1.4,1.74,Desistente,0.22710215712884843,0,Não Desistente
Solteiro,Serviço Social,Ensino Secundário,140.0,Português,143.4,0,0,1,Feminino,1,0,3,6,6,6,1.48333333333333e+16,0,2,6,7,6,1.25714285714285e+16,0,13.9,-0.3,0.79,Graduado,0.06828134935272948,0,Não Desistente
Solteiro,Design de Comunicação,Ensino Secundário,100.0,Português,115.9,0,0,1,Feminino,0,0,9,10,15,9,1.15555555555555e+16,0,7,11,17,10,11.9,0,9.4,-0.8,-3.12,Matriculado,0.2552259751501301,0,Não Desistente
Solteiro,Design de Comunicação,Ensino Secundário,110.0,Português,105.1,0,0,1,Feminino,1,0,0,6,6,6,12.0,0,0,6,6,6,1.18333333333333e+16,0,12.4,0.5,1.79,Graduado,0.05036487196184564,0,Não Desistente
Solteiro,Serviço Social (prestação nocturna),Curso Técnico Superior Profissional,140.0,Português,138.0,0,1,1,Feminino,1,0,13,13,13,11,1.27272727272727e+16,0,9,11,11,10,12.6,0,8.9,1.4,3.51,Graduado,0.2341555705793377,0,Não Desistente
Solteiro,Gestão (presencial noturno),Ensino Secundário,133.1,Brasileiro,114.7,0,0,1,Feminino,0,1,2,2,2,2,10.5,0,1,1,1,1,11.0,0,10.8,1.4,1.74,Desistente,0.5447395976425663,1,Desistente
Solteiro,Jornalismo e Comunicação,Ensino Secundário,140.0,Cabo-verdiano,130.5,0,0,1,Feminino,0,1,0,6,6,6,1.23333333333333e+16,0,0,6,6,6,12.0,0,12.7,3.7,-1.7,Graduado,0.04989573494468014,0,Não Desistente
Solteiro,Gestão (presencial noturno),Ensino Secundário,110.0,Português,134.3,0,0,1,Masculino,0,0,0,5,10,0,0.0,0,0,5,7,1,12.0,0,10.8,1.4,1.74,Desistente,0.9370758446593168,1,Desistente
Solteiro,Enfermagem,Ensino Secundário,148.0,Português,137.5,0,0,1,Masculino,0,0,0,7,7,7,1.48428571428571e+16,0,0,8,9,8,1438888888888880.0,0,16.2,0.3,-0.92,Graduado,0.09315433571204106,0,Não Desistente
Solteiro,Enfermagem,Ensino Secundário,137.0,Português,125.3,0,0,1,Masculino,0,0,0,7,7,7,12.2,0,0,7,7,7,12.2,0,7.6,2.6,0.32,Matriculado,0.06770086260956085,0,Não Desistente
Solteiro,Gestão,Ensino Secundário,120.0,Português,111.3,0,0,1,Masculino,1,0,0,5,10,4,10.8,0,0,5,10,4,11.75,0,15.5,2.8,-4.06,Matriculado,0.224478400197282,0,Não Desistente
Solteiro,Gestão (presencial noturno),Ensino Secundário,120.0,Português,144.8,0,0,1,Masculino,0,0,0,5,7,4,12.75,0,0,5,7,5,1.43333333333333e+16,0,10.8,1.4,1.74,Matriculado,0.24021470778013876,0,Não Desistente
Solteiro,Gestão (presencial noturno),Ensino Secundário,130.0,Português,152.1,0,0,1,Masculino,0,0,0,5,13,2,11.0,0,0,5,12,1,12.0,0,11.1,0.6,2.02,Desistente,0.8922755744000422,1,Desistente
Solteiro,Turismo,Ensino Secundário,132.0,Português,126.1,0,0,1,Masculino,0,0,0,6,9,4,10.75,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Desistente,0.9241630197468708,1,Desistente
Solteiro,Enfermagem,Ensino Secundário,130.0,Português,136.0,0,0,1,Masculino,0,0,0,8,9,8,1255375.0,1,0,8,9,8,1255375.0,1,9.4,-0.8,-3.12,Graduado,0.045273791831036594,0,Não Desistente
Solteiro,Enfermagem,Ensino Secundário,128.0,Português,124.3,0,0,1,Masculino,0,0,0,8,8,7,1.26657142857142e+16,0,0,8,8,7,1.26657142857142e+16,0,10.8,1.4,1.74,Graduado,0.1162907631834338,0,Não Desistente
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,132.0,Português,129.9,0,0,1,Masculino,0,0,0,6,10,6,1.27142857142857e+16,0,0,6,8,4,13.0,0,12.4,0.5,1.79,Matriculado,0.3948489452646855,0,Não Desistente
Solteiro,Higiene Oral,Ensino Secundário,133.1,Português,136.1,0,0,1,Masculino,0,0,0,7,7,2,11.75,0,0,5,10,0,0.0,0,12.4,0.5,1.79,Desistente,0.9599670892601836,1,Desistente
Solteiro,Turismo,Ensino Secundário,120.0,Português,115.1,0,0,0,Masculino,0,0,0,6,11,3,11.0,0,0,6,14,0,0.0,0,9.4,-0.8,-3.12,Desistente,0.9939642432933654,1,Desistente
Solteiro,Design de Animação e Multimédia,Ensino Secundário,145.0,Português,143.6,0,0,1,Masculino,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Graduado,0.5514761458811073,1,Desistente
Solteiro,Gestão,Ensino Secundário,127.0,Português,115.8,0,0,1,Masculino,0,0,0,5,5,5,13.4,0,0,5,6,5,12.2,0,11.1,0.6,2.02,Graduado,0.1369507720721078,0,Não Desistente
Solteiro,Design de Animação e Multimédia,Ensino Secundário,135.0,Português,149.0,0,0,1,Masculino,0,0,14,17,21,17,1.2578947368421e+16,0,15,17,20,17,1.21176470588235e+16,0,11.1,0.6,2.02,Graduado,0.05089800124304273,0,Não Desistente
Casado,Engenharia Informática,Ensino Básico (3º Ciclo),133.1,Português,100.0,0,0,1,Masculino,0,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,16.2,0.3,-0.92,Desistente,0.9865007908530936,1,Desistente
Solteiro,Jornalismo e Comunicação,Ensino Secundário,125.0,Português,133.4,0,0,1,Masculino,1,0,0,6,8,6,12.0,0,0,6,8,6,11.5,0,13.9,-0.3,0.79,Graduado,0.14432205537168555,0,Não Desistente
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,127.0,Português,122.8,0,0,1,Masculino,0,0,0,6,6,3,1.23333333333333e+16,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Desistente,0.9474495529788777,1,Desistente
Solteiro,Gestão (presencial noturno),Ensino Secundário,133.1,Português,151.2,0,0,1,Masculino,0,0,0,5,11,4,11.5,0,0,5,11,3,13.5,0,12.4,0.5,1.79,Desistente,0.583102913120197,1,Desistente
Solteiro,Agronomia,Ensino Secundário,150.0,Português,137.0,0,0,1,Masculino,0,0,1,6,7,5,12.8,0,1,6,11,5,1.38333333333333e+16,0,15.5,2.8,-4.06,Graduado,0.24372093205689127,0,Não Desistente
Solteiro,Design de Animação e Multimédia,Ensino Secundário,133.1,Português,118.0,0,0,1,Masculino,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Desistente,0.5341235956333323,1,Desistente
Solteiro,Design de Comunicação,Ensino Secundário,150.0,Português,126.4,0,0,1,Masculino,0,0,5,7,8,7,1.32857142857142e+16,0,3,8,11,7,1.21428571428571e+16,0,12.4,0.5,1.79,Matriculado,0.279902741955384,0,Não Desistente
Solteiro,Agronomia,Curso de Especialização Tecnológica,130.0,Português,130.0,0,1,0,Masculino,0,0,0,6,16,4,11.8,0,0,6,15,2,12.0,0,16.2,0.3,-0.92,Desistente,0.9528212976625091,1,Desistente
Solteiro,Serviço Social (prestação nocturna),Outro - 11º Ano de Escolaridade,133.1,Português,112.5,0,0,1,Masculino,0,0,6,13,13,6,1.13333333333333e+16,0,2,11,11,2,13.5,0,16.2,0.3,-0.92,Desistente,0.9818980316112401,1,Desistente
Solteiro,Enfermagem,Ensino Secundário,125.0,Português,118.3,0,0,1,Masculino,0,0,0,8,12,5,12002.0,1,0,8,12,5,12002.0,1,10.8,1.4,1.74,Desistente,0.36304700446125004,0,Não Desistente
Solteiro,Enfermagem,Ensino Secundário,127.0,Português,121.4,0,0,1,Masculino,0,0,0,7,10,5,1.39766666666666e+16,0,0,8,9,8,1322222222222220.0,0,12.4,0.5,1.79,Matriculado,0.1213281727237057,0,Não Desistente
Solteiro,Agronomia,Ensino Superior - Licenciatura,140.0,Português,140.0,0,0,0,Masculino,0,0,0,6,10,5,15.2,0,1,6,9,1,11.0,0,15.5,2.8,-4.06,Desistente,0.9881863235753553,1,Desistente
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,110.0,Português,109.0,0,0,1,Masculino,1,0,0,6,7,6,1.31428571428571e+16,0,0,6,8,6,1.41666666666666e+16,0,15.5,2.8,-4.06,Graduado,0.11179567716856822,0,Não Desistente
Casado,Gestão,Ensino Secundário,133.1,Português,110.0,0,0,1,Masculino,0,0,0,5,14,0,0.0,1,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Desistente,0.9512423317514195,1,Desistente
Solteiro,Enfermagem,Ensino Secundário,124.0,Português,119.8,0,0,1,Masculino,0,0,0,8,11,7,1.38671428571428e+16,0,0,8,11,7,1.38671428571428e+16,0,10.8,1.4,1.74,Graduado,0.1041989356538682,0,Não Desistente
Solteiro,Enfermagem,Ensino Secundário,114.0,Português,130.0,0,0,1,Masculino,0,0,0,8,11,6,12675.0,0,0,8,11,6,12675.0,0,12.7,3.7,-1.7,Graduado,0.25827610557930636,0,Não Desistente
Solteiro,Design de Animação e Multimédia,Ensino Secundário,155.0,Português,167.3,0,0,1,Masculino,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduado,0.5770149245604393,1,Desistente
Solteiro,Ensino Básico,Ensino Secundário,114.0,Português,111.9,0,0,1,Masculino,1,0,0,6,6,6,12.0,0,0,6,7,6,12.5,0,7.6,2.6,0.32,Matriculado,0.16141289954077787,0,Não Desistente
Solteiro,Design de Animação e Multimédia,Ensino Secundário,133.1,Português,136.0,0,0,1,Masculino,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Desistente,0.5552393784503966,1,Desistente
Solteiro,Turismo,Ensino Secundário,125.0,Português,124.0,0,0,1,Masculino,1,0,0,6,7,6,11.0,0,0,6,6,5,12.2,0,11.1,0.6,2.02,Desistente,0.19517251717962078,0,Não Desistente
Casado,Gestão (presencial noturno),Ensino Secundário,120.0,Português,132.9,0,0,1,Masculino,0,0,0,5,11,4,10.75,0,0,5,11,4,1.13333333333333e+16,0,13.9,-0.3,0.79,Desistente,0.47371627690214113,0,Não Desistente
Casado,Jornalismo e Comunicação,Ensino Básico (2º Ciclo),100.0,Português,154.0,0,0,1,Masculino,0,0,0,6,7,5,14.2,0,0,6,6,6,1.41666666666666e+16,0,9.4,-0.8,-3.12,Graduado,0.24423760670789685,0,Não Desistente
Solteiro,Enfermagem,Ensino Secundário,133.1,Português,115.0,0,0,0,Masculino,0,0,0,7,11,4,12.6,0,0,7,7,4,11575.0,0,16.2,0.3,-0.92,Desistente,0.9391094319685117,1,Desistente
Solteiro,Gestão (presencial noturno),Ensino Secundário,120.0,Português,96.0,0,0,0,Masculino,0,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Desistente,0.9962105386866288,1,Desistente
Casado,Gestão (presencial noturno),Ensino Secundário,120.0,Português,168.2,0,0,1,Masculino,0,0,0,5,6,5,14.0,0,0,5,6,5,1.41666666666666e+16,0,12.4,0.5,1.79,Graduado,0.26654115500492315,0,Não Desistente
Casado,Jornalismo e Comunicação,Ensino Secundário,110.0,Português,140.0,0,1,0,Masculino,0,0,0,6,16,2,10.0,0,0,6,12,4,12.25,0,10.8,1.4,1.74,Desistente,0.9763773469099641,1,Desistente
Solteiro,Design de Comunicação,Ensino Secundário,144.0,Português,137.4,0,0,1,Masculino,0,0,0,6,6,6,1.38333333333333e+16,0,0,6,8,6,13125.0,0,10.8,1.4,1.74,Graduado,0.09925529445867515,0,Não Desistente
Casado,Gestão (presencial noturno),Ensino Básico (3º Ciclo),133.1,Português,150.0,0,0,0,Masculino,0,0,0,5,8,2,11.0,0,0,5,5,1,11.0,0,15.5,2.8,-4.06,Desistente,0.9963888889510946,1,Desistente
Casado,Enfermagem,Ensino Básico (3º Ciclo),133.1,Português,100.5,0,0,1,Masculino,0,0,0,8,8,7,1.16357142857142e+16,0,0,8,8,7,1.16357142857142e+16,0,10.8,1.4,1.74,Matriculado,0.22982610206155418,0,Não Desistente
Solteiro,Serviço Social (prestação nocturna),Ensino Secundário,133.1,Português,148.5,0,0,1,Masculino,0,0,0,6,6,4,12.25,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Desistente,0.8770240307336046,1,Desistente
Solteiro,Engenharia Informática,Ensino Secundário,138.0,Português,123.3,0,1,1,Masculino,0,0,0,5,9,4,12.5,0,0,5,11,5,1.12857142857142e+16,0,12.4,0.5,1.79,Matriculado,0.255364376244807,0,Não Desistente
Casado,Gestão (presencial noturno),Ensino Secundário,120.0,Português,138.7,0,0,1,Masculino,0,0,0,5,5,5,13.8,0,0,5,6,5,1.36666666666666e+16,0,10.8,1.4,1.74,Graduado,0.2484690547383786,0,Não Desistente
Solteiro,Turismo,Ensino Secundário,120.0,Português,117.2,0,0,1,Masculino,0,0,0,6,8,3,12.0,0,0,6,9,1,11.0,0,15.5,2.8,-4.06,Desistente,0.9355176315782463,1,Desistente
Casado,Gestão (presencial noturno),Ensino Secundário,160.0,Português,114.3,0,0,1,Masculino,0,0,0,5,9,3,11.0,0,0,5,8,4,12.5,1,7.6,2.6,0.32,Matriculado,0.4314387559666659,0,Não Desistente
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,134.0,Português,125.3,0,0,1,Masculino,1,0,0,6,7,4,13.75,0,0,6,10,6,1.15555555555555e+16,0,10.8,1.4,1.74,Graduado,0.1307555113126945,0,Não Desistente
Solteiro,Turismo,Ensino Secundário,133.1,Português,97.0,0,0,1,Masculino,0,0,0,6,6,6,1.06666666666666e+16,0,0,6,8,4,11.25,0,10.8,1.4,1.74,Matriculado,0.41215658066135863,0,Não Desistente
Casado,Higiene Oral,Ensino Secundário,110.0,Português,140.0,0,0,1,Masculino,0,0,0,7,7,0,0.0,0,0,8,13,2,13.15,0,16.2,0.3,-0.92,Desistente,0.9776743949983028,1,Desistente
Solteiro,Gestão (presencial noturno),Ensino Secundário,130.0,Português,124.0,0,0,1,Masculino,0,0,1,5,6,5,1.38333333333333e+16,0,0,5,7,5,15.4,0,9.4,-0.8,-3.12,Graduado,0.24339609982090465,0,Não Desistente
Solteiro,Agronomia,Curso de Especialização Tecnológica,140.0,Português,140.0,0,1,1,Masculino,0,0,0,6,6,0,0.0,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Matriculado,0.9511253020839288,1,Desistente
Solteiro,Gestão (presencial noturno),Ensino Secundário,150.0,Português,127.0,0,0,1,Masculino,0,0,0,5,5,5,15.8,0,0,5,5,5,16.8,0,8.9,1.4,3.51,Graduado,0.20086083969521282,0,Não Desistente
Divorciado,Enfermagem,Ensino Básico (3º Ciclo),100.0,Português,110.0,0,0,1,Masculino,0,0,11,14,26,12,1252608695652170.0,1,11,14,26,12,1252608695652170.0,1,7.6,2.6,0.32,Graduado,0.3445816736918234,0,Não Desistente
Casado,Enfermagem,Ensino Básico (3º Ciclo),133.1,Português,170.0,0,0,1,Masculino,0,0,0,7,9,6,1.27833333333333e+16,0,0,8,11,0,0.0,0,16.2,0.3,-0.92,Desistente,0.9684706868100816,1,Desistente
Solteiro,Gestão (presencial noturno),Ensino Superior - Licenciatura,120.0,Português,120.0,0,1,0,Masculino,0,0,0,5,5,0,0.0,0,0,5,5,1,10.0,0,11.1,0.6,2.02,Desistente,0.9983023931940284,1,Desistente
Solteiro,Enfermagem Veterinária,Ensino Secundário,133.1,Português,130.0,0,0,1,Masculino,0,0,0,5,8,3,13.0,0,0,5,8,3,1.06666666666666e+16,0,7.6,2.6,0.32,Graduado,0.42518143246457485,0,Não Desistente
Solteiro,Agronomia,Ensino Superior - Licenciatura,130.0,Português,130.0,0,0,1,Masculino,0,0,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Desistente,0.9831432637362681,1,Desistente
Solteiro,Engenharia Informática,Ensino Secundário,126.0,Português,122.5,0,0,1,Masculino,0,0,0,5,7,5,10.8,0,0,5,9,3,12.0,0,8.9,1.4,3.51,Matriculado,0.36562468818533744,0,Não Desistente
Solteiro,Gestão,Ensino Secundário,130.0,Português,115.7,0,0,1,Masculino,0,0,0,5,7,5,11.0,0,0,5,7,3,10.0,0,8.9,1.4,3.51,Matriculado,0.35344750103349837,0,Não Desistente
Solteiro,Engenharia Informática,Ensino Secundário,140.0,Português,120.0,0,1,0,Masculino,0,0,0,4,4,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Desistente,0.9967756938916212,1,Desistente
Solteiro,Engenharia Informática,Ensino Secundário,140.0,Português,166.0,0,1,1,Masculino,0,0,0,5,7,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Matriculado,0.9729737689383985,1,Desistente
Solteiro,Jornalismo e Comunicação,Ensino Secundário,145.0,Português,132.8,0,0,0,Masculino,0,0,0,6,10,2,12.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Desistente,0.9971016063291136,1,Desistente
Solteiro,Gestão,Ensino Secundário,133.1,Português,100.0,0,0,1,Masculino,0,0,0,5,7,4,10.75,0,0,5,10,2,11.0,3,16.2,0.3,-0.92,Desistente,0.5791873175027611,1,Desistente
Solteiro,Gestão,Ensino Secundário,127.0,Português,121.8,0,0,1,Masculino,0,0,0,5,8,5,11.6,0,0,5,10,4,13.5,3,16.2,0.3,-0.92,Graduado,0.2072694927212397,0,Não Desistente
Solteiro,Gestão,Ensino Secundário,114.0,Português,109.5,0,0,1,Masculino,1,0,0,5,6,5,11.8,0,0,5,8,4,11.6,0,8.9,1.4,3.51,Graduado,0.13994367035938565,0,Não Desistente
Solteiro,Agronomia,Ensino Secundário,140.0,Português,138.3,0,0,1,Masculino,0,0,0,6,7,6,16.0,0,0,6,6,6,1.51666666666666e+16,0,12.4,0.5,1.79,Graduado,0.08129834258848223,0,Não Desistente
Solteiro,Jornalismo e Comunicação,Ensino Secundário,140.0,Português,131.6,0,0,1,Masculino,1,0,0,6,6,6,1.26666666666666e+16,0,0,6,6,6,11.5,0,16.2,0.3,-0.92,Graduado,0.16793105688337318,0,Não Desistente
Solteiro,Enfermagem,Ensino Secundário,120.0,Português,125.3,0,1,1,Masculino,0,0,0,7,12,4,14.4,0,0,7,9,6,13.5,0,12.4,0.5,1.79,Matriculado,0.4031643162780488,0,Não Desistente
Solteiro,Turismo,Ensino Básico (3º Ciclo),133.1,Português,101.5,0,1,0,Masculino,0,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Desistente,0.9994906051040697,1,Desistente
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,115.0,Português,109.1,0,1,0,Masculino,0,0,0,6,11,4,12.25,0,0,6,9,4,13.4,0,11.1,0.6,2.02,Matriculado,0.9432557795548202,1,Desistente
Solteiro,Design de Comunicação,Curso de Especialização Tecnológica,123.9,Português,123.9,0,0,1,Masculino,0,0,2,7,9,5,12.6,0,5,9,10,8,12.75,1,16.2,0.3,-0.92,Desistente,0.2736569424780917,0,Não Desistente
Solteiro,Enfermagem,Ensino Secundário,157.0,Português,143.0,0,0,1,Masculino,0,0,0,8,8,7,13.4,0,0,8,8,7,13.4,0,12.7,3.7,-1.7,Graduado,0.13633388987541947,0,Não Desistente
Solteiro,Design de Animação e Multimédia,Ensino Secundário,127.0,Português,126.3,0,1,1,Masculino,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Desistente,0.7428071275683616,1,Desistente
Casado,Agronomia,Ensino Secundário,120.0,Português,113.3,0,0,1,Masculino,0,0,0,6,9,1,10.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Desistente,0.9577717851153741,1,Desistente
Solteiro,Engenharia Informática,Ensino Secundário,130.0,Português,119.9,0,1,1,Masculino,0,0,0,5,5,0,0.0,0,0,5,5,0,0.0,5,9.4,-0.8,-3.12,Desistente,0.9480001475289357,1,Desistente
Solteiro,Agronomia,Curso de Especialização Tecnológica,140.0,Português,140.0,0,0,1,Masculino,0,0,0,6,16,3,11.25,0,0,6,14,4,11.2,0,15.5,2.8,-4.06,Desistente,0.2943353884391789,0,Não Desistente
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,109.0,Português,108.0,0,0,1,Masculino,0,0,0,5,10,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Matriculado,0.9592434098289667,1,Desistente
